Linux HGW v1.0.0

zzz ***Sat Sep 29 11:01:32 CST 2018
USER       PID  PPID PRI %CPU %MEM    VSZ   RSS WCHAN  S  STARTED     TIME COMMAND
postgres  1033     1  19  0.0  4.7 2539464 185668 poll_s S   Sep 27 00:00:08 /usr/pgsql-10/bin/postmaster -D /var/lib/pgsql/10/data/
postgres  1337  1033  19  0.0  3.4 2539464 133388 ep_pol S   Sep 27 00:01:10 postgres: hgha: wal writer process   
etcd      1025     1  19  1.9  1.6 10777516 63604 futex_ S   Sep 27 00:59:02 /usr/bin/etcd --name=pgha3 --data-dir=/var/lib/etcd/pgha3.etcd --listen-peer-urls=http://192.168.80.103:2380,http://127.0.0.1:2380 --listen-client-urls=http://192.168.80.103:2379,http://127.0.0.1:2379 --initial-advertise-peer-urls=http://192.168.80.103:2380 --advertise-client-urls=http://192.168.80.103:2379 --initial-cluster=pgha3=http://192.168.80.103:2380,pgha4=http://192.168.80.104:2380 --initial-cluster-token=etcd-cluster --initial-cluster-state=new
highgo   30979     1  19  0.0  1.4 1296432 57244 poll_s S 17:12:41 00:00:01 /highgo/4.3.2/bin/postgres
highgo   25636     1  19  0.0  1.4 1296432 57252 poll_s S 16:56:18 00:00:01 /highgo/4.3.2/bin/postgres -D data_bak
postgres  2094     1  19  0.3  0.7 519632 29500 poll_s S   Sep 27 00:11:20 /usr/bin/python /usr/bin/patroni /usr/patroni/conf/postgresql.yml
postgres  1335  1033  19  0.0  0.5 2539596 19568 ep_pol S   Sep 27 00:00:00 postgres: hgha: checkpointer process   
root      1022     1  19  0.0  0.4 573812 17172 poll_s S   Sep 27 00:00:29 /usr/bin/python -Es /usr/sbin/tuned -l -P
postgres  1336  1033  19  0.0  0.4 2539464 18820 ep_pol S   Sep 27 00:01:08 postgres: hgha: writer process   
root      1039     1  19  0.0  0.3 692840 13716 poll_s S   Sep 27 00:00:00 /usr/sbin/libvirtd
polkitd    655     1  19  0.0  0.3 542332 14552 poll_s S   Sep 27 00:00:07 /usr/lib/polkit-1/polkitd --no-debug
root       458     1  19  0.0  0.2  47508 11104 ep_pol S   Sep 27 00:00:06 /usr/lib/systemd/systemd-journald
root      1021     1  19  0.0  0.2 226696 10104 poll_s S   Sep 27 00:00:13 /usr/sbin/rsyslogd -n
highgo   30983 30979  19  0.0  0.2 1296432 9984 poll_s S 17:12:42 00:00:00 postgres: writer process  
highgo   25640 25636  19  0.0  0.2 1296432 9984 poll_s S 16:56:18 00:00:00 postgres: writer process   
root      9832  1012  19  0.0  0.1 163480  6076 poll_s S 16:03:10 00:00:01 sshd: root@pts/5
root      9793  1012  19  0.0  0.1 163788  6244 poll_s S 16:03:09 00:00:01 sshd: root@pts/4
root      8567     1  19  0.0  0.1 410416  5332 poll_s S   Sep 27 00:00:02 /usr/libexec/packagekitd
root       677     1  19  0.0  0.1 221164  4724 wait_w S   Sep 27 00:00:00 /usr/bin/abrt-watch-log -F Backtrace /var/log/Xorg.0.log -- /usr/bin/abrt-dump-xorg -xD
root       662     1  19  0.0  0.1 221164  4728 hrtime S   Sep 27 00:00:00 /usr/bin/abrt-watch-log -F BUG: WARNING: at WARNING: CPU: INFO: possible recursive locking detected ernel BUG at list_del corruption list_add corruption do_IRQ: stack overflow: ear stack overflow (cur: eneral protection fault nable to handle kernel ouble fault: RTNL: assertion failed eek! page_mapcount(page) went negative! adness at NETDEV WATCHDOG ysctl table check failed : nobody cared IRQ handler type mismatch Kernel panic - not syncing: Machine Check Exception: Machine check events logged divide error: bounds: coprocessor segment overrun: invalid TSS: segment not present: invalid opcode: alignment check: stack segment: fpu exception: simd exception: iret exception: /var/log/messages -- /usr/bin/abrt-dump-oops -xtD
root       661     1  19  0.0  0.1 223644  5704 poll_s S   Sep 27 00:00:00 /usr/sbin/abrtd -d -s
root       638     1  19  0.0  0.1 430524  7516 poll_s S   Sep 27 00:00:00 /usr/sbin/ModemManager
root     26308  1012  19  0.0  0.1 163480  6080 poll_s S 10:19:19 00:00:00 sshd: root@pts/0
root     23523  1012  19  0.0  0.1 163608  6072 poll_s S 09:41:46 00:00:00 sshd: root@notty
root      2026     1  19  0.0  0.1 396288  4000 poll_s S   Sep 27 00:00:02 /usr/libexec/accounts-daemon
root      1535  1012  19  0.0  0.1 163480  6072 poll_s S 10:42:35 00:00:00 sshd: root@pts/2
root         1     0  19  0.0  0.1 142040  4196 ep_pol S   Sep 27 00:00:10 /usr/lib/systemd/systemd --switched-root --system --deserialize 22
root      1012     1  19  0.0  0.1 112792  4312 poll_s S   Sep 27 00:00:00 /usr/sbin/sshd -D
root      1010     1  19  0.0  0.1 197924  4172 ep_pol S   Sep 27 00:00:00 /usr/sbin/cupsd -f
postgres  2129  1033  19  0.0  0.1 2540164 4028 ep_pol S   Sep 27 00:00:43 postgres: hgha: wal sender process rep 192.168.80.104(47744) streaming 2/93023290
postgres  2111  1033  19  0.0  0.1 2540672 7344 ep_pol S   Sep 27 00:00:16 postgres: hgha: postgres postgres 127.0.0.1(44118) idle
postfix  23757  1303  19  0.0  0.1  91796  4068 ep_pol S 09:55:37 00:00:00 pickup -l -t unix -u
postfix   1305  1303  19  0.0  0.1  91972  4316 ep_pol S   Sep 27 00:00:00 qmgr -l -t unix -u
USER       PID  PPID PRI %CPU %MEM    VSZ   RSS WCHAN  S  STARTED     TIME COMMAND
rpc        642     1  19  0.0  0.0  69220  1056 poll_s S   Sep 27 00:00:00 /sbin/rpcbind -w
root      9834  9832  19  0.0  0.0 116756  3404 do_wai S 16:03:10 00:00:00 -bash
root      9795  9793  19  0.0  0.0 116888  3672 n_tty_ S 16:03:09 00:00:00 -bash
root         9     2  19  0.0  0.0      0     0 -      R   Sep 27 00:01:03 [rcu_sched]
root        88     2  19  0.0  0.0      0     0 kaudit S   Sep 27 00:00:00 [kauditd]
root         8     2  19  0.0  0.0      0     0 rcu_gp S   Sep 27 00:00:00 [rcu_bh]
root         7     2 139  0.0  0.0      0     0 smpboo S   Sep 27 00:00:00 [migration/0]
root       719     1  19  0.0  0.0 195080  1228 ep_pol S   Sep 27 00:00:00 /usr/sbin/gssproxy -D
root       703     1  19  0.0  0.0 115432  1048 do_wai S   Sep 27 00:00:07 /bin/bash /usr/sbin/ksmtuned
root      7009  6981  19  0.0  0.0 116496   932 pipe_w S 11:01:32 00:00:00 sort -nr -k 6
root      7008  6981  19  0.0  0.0 155324  1868 -      R 11:01:32 00:00:00 ps -aeo user,pid,ppid,pri,pcpu,pmem,vsize,rssize,wchan,s,start,cputime,command
root      7004  6976  19  0.0  0.0 161840  2120 hrtime S 11:01:32 00:00:00 top -b -n2 -d1
root      6986  6941  19  0.0  0.0 107948   352 hrtime S 11:01:32 00:00:00 sleep 30
root      6981  6941  19  0.0  0.0 113176  1452 do_wai S 11:01:32 00:00:00 /bin/sh ./psmemsub.sh /HGWatcher/archive/HGWps/pgha3_ps_18.09.29.1100.dat ps -elf 1
root      6976  6941  19  0.0  0.0 113176  1396 do_wai S 11:01:32 00:00:00 /bin/sh ./xtop.sh /HGWatcher/archive/HGWtop/pgha3_top_18.09.29.1100.dat 1
root      6974  6966  19  0.0  0.0 107992   836 sys_pa S 11:01:32 00:00:00 iostat -xk 1 3
root      6966  6941  19  0.0  0.0 113176  1408 do_wai S 11:01:32 00:00:00 /bin/sh ./iosub.sh /HGWatcher/archive/HGWiostat/pgha3_iostat_18.09.29.1100.dat iostat -xk 1 3 1
root      6965  6959  19  0.0  0.0 107980   792 sys_pa S 11:01:32 00:00:00 mpstat -P ALL 1 2
root      6961  6954  19  0.0  0.0 152576  1392 hrtime S 11:01:32 00:00:00 vmstat 1 3
root      6959  6941  19  0.0  0.0 113176  1408 do_wai S 11:01:32 00:00:00 /bin/sh ./mpsub.sh /HGWatcher/archive/HGWmpstat/pgha3_mpstat_18.09.29.1100.dat mpstat -P ALL 1 2 1
root      6957  6953  19  0.0  0.0 113536   968 pipe_w S 11:01:32 00:00:00 awk {print $2}
root      6956  6953  19  0.0  0.0 231792  3460 do_wai S 11:01:32 00:00:00 su - postgres -c /usr/pgsql-10/bin/psql -h 127.0.0.1 -p 5432 -U postgres -d postgres -A -q -t -c "SELECT version()"
root      6954  6941  19  0.0  0.0 113176  1412 do_wai S 11:01:32 00:00:00 /bin/sh ./vmsub.sh /HGWatcher/archive/HGWvmstat/pgha3_vmstat_18.09.29.1100.dat vmstat 1 3 1
root      6953  6940  19  0.0  0.0 113176   620 do_wai S 11:01:32 00:00:00 sh /HGWatcher/HGWatcher.sh
root      6948  6939  19  0.0  0.0 107948   348 hrtime S 11:01:32 00:00:00 sleep 60
root      6941     1  19  0.0  0.0 113308   836 do_wai S 11:01:32 00:00:00 sh /HGWatcher/HGWatcher.sh
root      6940     1  19  0.0  0.0 113176   756 pipe_w S 11:01:32 00:00:00 sh /HGWatcher/HGWatcher.sh
root      6939     1  19  0.0  0.0 113172  1396 do_wai S 11:01:32 00:00:00 /bin/sh ./HGWatcherFM.sh 168 /HGWatcher/archive
root       690     1  19  0.0  0.0   7124   280 poll_s S   Sep 27 00:00:00 /usr/sbin/mcelog --ignorenodev --daemon --syslog
root      6862   703  19  0.0  0.0 107948   352 hrtime S 11:01:13 00:00:00 sleep 60
